Type of Incident,Type  Location,Year of Incident,Location1,Zip Code,Update Date,Latitude,Longitude,Day of Week
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2018,"4226 WYCLIFF AVE
DALLAS, TX 75219
(32.819661, -96.803235)",75219,3/7/2019 13:31,32.819661,-96.803235,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"4200 S WESTMORELAND RD
DALLAS, TX 75233
(32.692324, -96.880176)",75233,8/29/2016 17:42,32.692324,-96.880176,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"7300 GASTON AVE
DALLAS, TX 75214
(32.812105, -96.731102)",75214,2/12/2017 8:34,32.812105,-96.731102,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2017,"1407 S AKARD ST
DALLAS, TX 75215
(32.770265, -96.792506)",75215,5/20/2017 20:54,32.770265,-96.792506,Saturday
ACCIDENTAL DEATH (NO OFFENSE),Parking Lot (All Others),2017,"1822 YOUNG ST
DALLAS, TX 75201
(32.778506, -96.794089)",75201,5/23/2017 17:26,32.778506,-96.794089,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"9500 SCYENE RD
DALLAS, TX 75227
(32.76327, -96.659665)",75227,6/30/2017 8:47,32.76327,-96.659665,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"8000 INWOOD RD
DALLAS, TX 75209
(32.852031, -96.82119)",75209,10/23/2017 11:19,32.852031,-96.82119,Monday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2017,"1016 N PEAK ST
DALLAS, TX 75204
(32.796448, -96.776559)",75204,3/5/2017 18:55,32.796448,-96.776559,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"7300 GASTON AVE
DALLAS, TX 75214
(32.812105, -96.731102)",75214,1/20/2017 15:30,32.812105,-96.731102,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,Outdoor Area Public/Private,2017,"3900 ROSS AVE
DALLAS, TX 75204
(32.798965, -96.784841)",75204,8/27/2017 19:35,32.798965,-96.784841,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"200 W SANER AVE
DALLAS, TX 75224
(32.713128, -96.82493)",75224,9/29/2014 2:34,32.713128,-96.82493,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"10700 GARLAND RD
DALLAS, TX 75218
(32.844288, -96.689157)",75218,9/5/2017 11:44,32.844288,-96.689157,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2600 HIBISCUS DR
DALLAS, TX 75228
(32.815936, -96.692277)",75228,11/1/2017 19:46,32.815936,-96.692277,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"9000 SKILLMAN ST
DALLAS, TX 75243
(32.897691, -96.720521)",75243,2/19/2018 1:00,32.897691,-96.720521,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"12101 N CENTRAL EXPY
DALLAS, TX 75243
(32.913688, -96.76842)",75243,12/29/2016 2:12,32.913688,-96.76842,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"500 S WALTON WALKER BLVD
DALLAS, TX 75211
(32.742987, -96.918428)",75211,5/4/2015 1:01,32.742987,-96.918428,Monday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2018,"4911 HAVERWOOD LN
DALLAS, TX 75287
(33.006405, -96.81956)",75287,8/23/2018 13:09,33.006405,-96.81956,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2100 PACIFIC AVE
DALLAS, TX 75201
(32.783328, -96.794061)",75201,1/1/2015 9:59,32.783328,-96.794061,Thursday
ACCIDENT INVOLVING INJURY,Motor Vehicle,2014,"9000 SKILLMAN ST
DALLAS, TX 75243
(32.897691, -96.720521)",75243,2/19/2018 20:13,32.897691,-96.720521,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2700 S CENTRAL EXPY
DALLAS, TX 75215
(32.767417, -96.777926)",75215,2/19/2018 9:26,32.767417,-96.777926,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1000 KIRNWOOD DR
DALLAS, TX 75232
(32.653801, -96.83936)",75232,3/9/2019 13:45,32.653801,-96.83936,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"7700 GREAT TRINITY FOREST WAY
DALLAS, TX 75217
(32.712576, -96.690152)",75217,2/22/2018 9:31,32.712576,-96.690152,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"6000 SAMUELL BLVD
DALLAS, TX 75228
(32.792163, -96.698169)",75228,10/7/2015 8:02,32.792163,-96.698169,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"600 S PEARL EXPY
DALLAS, TX 75201
(32.778722, -96.790312)",75201,10/19/2014 18:21,32.778722,-96.790312,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"10300 FERGUSON RD
DALLAS, TX 75228
(32.834867, -96.673103)",75228,7/6/2017 2:38,32.834867,-96.673103,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"12400 E NORTHWEST HWY
DALLAS, TX 75228
(32.864048, -96.667234)",75228,3/29/2017 6:22,32.864048,-96.667234,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4499 CEDAR FALLS DR
DALLAS, TX 75232
(32.689154, -96.840111)",75232,8/2/2017 15:18,32.689154,-96.840111,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Complex/Building,2018,"330 W PEMBROKE AVE
DALLAS, TX 75208
(32.738404, -96.827475)",75208,2/4/2019 9:35,32.738404,-96.827475,Monday
ACCIDENTAL DEATH (NO OFFENSE),Gas or Service Station,2018,"8209 PARK LN
DALLAS, TX 75231
(32.871676, -96.764278)",75231,2/4/2019 9:36,32.871676,-96.764278,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"3200 KINKAID DR
DALLAS, TX 75220
(32.877197, -96.869169)",75220,1/10/2018 14:54,32.877197,-96.869169,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"8060 FERGUSON RD
DALLAS, TX 75228
(32.802347, -96.713146)",75228,8/23/2014 15:05,32.802347,-96.713146,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"3015 E LEDBETTER DR
DALLAS, TX 75216
(32.695664, -96.769657)",75216,12/18/2017 10:22,32.695664,-96.769657,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2500 LOMBARDY LN
DALLAS, TX 75220
(32.866526, -96.891835)",75220,3/20/2017 18:11,32.866526,-96.891835,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"6600 BANDERA AVE
DALLAS, TX 75225
(32.867698, -96.789733)",75225,10/22/2014 3:02,32.867698,-96.789733,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2800 LAGOW ST
DALLAS, TX 75210
(32.771401, -96.746067)",75210,7/12/2017 15:10,32.771401,-96.746067,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"4300 N CENTRAL EXPY
DALLAS, TX 75206
(32.81726, -96.787802)",75206,4/1/2015 8:44,32.81726,-96.787802,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2018,"1233 WOODLAWN AVE
DALLAS, TX 75208
(32.758608, -96.829096)",75208,7/17/2018 13:19,32.758608,-96.829096,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Outdoor Area Public/Private,2018,"2400 DAWSON ST
DALLAS, TX 75226
(32.77533, -96.782089)",75226,2/4/2019 11:29,32.77533,-96.782089,Monday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2018,"1625 S MALCOLM X BLVD
DALLAS, TX 75226
(32.778791, -96.779115)",75226,7/17/2018 12:45,32.778791,-96.779115,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"500 S ST. AUGUSTINE DR
DALLAS, TX 75217
(32.70421, -96.657091)",75217,4/18/2017 17:43,32.70421,-96.657091,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"3900 MARVIN D LOVE FWY
DALLAS, TX 75224
(32.695717, -96.842483)",75224,2/20/2018 14:42,32.695717,-96.842483,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Hotel/Motel/ETC,2018,"1015 ELM ST
DALLAS, TX 75202
(32.780525, -96.803602)",75202,4/12/2018 18:37,32.780525,-96.803602,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"3108 E OVERTON RD
DALLAS, TX 75216
(32.716043, -96.774429)",75216,1/31/2017 16:48,32.716043,-96.774429,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6100 E MOCKINGBIRD LN
DALLAS, TX 75214
(32.836445, -96.76094)",75214,12/1/2017 8:32,32.836445,-96.76094,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"8300 SKILLMAN ST
DALLAS, TX 75231
(32.892626, -96.726454)",75231,11/1/2017 19:38,32.892626,-96.726454,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2700 W WHEATLAND RD
DALLAS, TX 75237
(32.64749, -96.864058)",75237,1/31/2017 17:29,32.64749,-96.864058,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1200 N MASTERS DR
DALLAS, TX 75217
(32.733311, -96.648284)",75217,5/23/2017 16:18,32.733311,-96.648284,Tuesday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2017,"2200 CEDAR SPRINGS RD
DALLAS, TX 75201
(32.792696, -96.805072)",75201,3/31/2017 18:27,32.792696,-96.805072,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"7591 N CENTRAL EXPY
DALLAS, TX 75225
(32.856513, -96.770699)",75225,3/5/2017 21:57,32.856513,-96.770699,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"12000 N CENTRAL EXPY
DALLAS, TX 75243
(32.913325, -96.767741)",75243,11/7/2017 9:50,32.913325,-96.767741,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2700 W WHEATLAND RD
DALLAS, TX 75237
(32.64749, -96.864058)",75237,1/31/2017 17:29,32.64749,-96.864058,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2017,"9817 ESTACADO DR
DALLAS, TX 75228
(32.826792, -96.68709)",75228,7/27/2017 12:42,32.826792,-96.68709,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1100 HOLCOMB RD
DALLAS, TX 75217
(32.730587, -96.674286)",75217,2/19/2018 2:59,32.730587,-96.674286,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4200 COLONIAL AVE
DALLAS, TX 75215
(32.752276, -96.766352)",75215,1/23/2017 0:04,32.752276,-96.766352,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1800 GREENVILLE AVE
DALLAS, TX 75206
(32.812224, -96.770208)",75206,9/18/2017 15:08,32.812224,-96.770208,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"500 S R L THORNTON FWY
DALLAS, TX 75203
(32.749658, -96.808988)",75203,9/30/2015 12:49,32.749658,-96.808988,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"900 MCKINNEY AVE
DALLAS, TX 75202
(32.78444, -96.806922)",75202,3/29/2017 8:42,32.78444,-96.806922,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2900 ELSIE FAYE HEGGINS ST
DALLAS, TX 75215
(32.75793, -96.750549)",75215,12/28/2016 18:13,32.75793,-96.750549,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"19200 PRESTON RD
DALLAS, TX 75252
(33.009545, -96.795366)",75252,8/16/2017 11:11,33.009545,-96.795366,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2905 CYPRESS AVE
DALLAS, TX 75227
(32.761767, -96.661862)",75227,1/26/2017 18:04,32.761767,-96.661862,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"600 S ST MARY AVE
DALLAS, TX 75223
(32.79359, -96.756423)",75223,1/31/2017 16:53,32.79359,-96.756423,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3432 GREAT TRINITY FOREST WAY
DALLAS, TX 75216
(32.698389, -96.759851)",75216,4/11/2015 14:56,32.698389,-96.759851,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2800 LAGOW ST
DALLAS, TX 75210
(32.771401, -96.746067)",75210,8/25/2017 18:25,32.771401,-96.746067,Friday
ACCIDENTAL DEATH (NO OFFENSE),Outdoor Area Public/Private,2018,"600 3RD AVE
DALLAS, TX 75226
(32.781639, -96.771788)",75226,8/2/2018 14:50,32.781639,-96.771788,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2017,"1000 S ZANG BLVD
DALLAS, TX 75208
(32.735905, -96.824462)",75208,1/24/2017 12:30,32.735905,-96.824462,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"8700 N CENTRAL EXPY
DALLAS, TX 75231
(32.86874, -96.769759)",75231,8/24/2017 13:45,32.86874,-96.769759,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2700 W WHEATLAND RD
DALLAS, TX 75237
(32.64749, -96.864058)",75237,1/31/2017 17:29,32.64749,-96.864058,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5500 S BUCKNER BLVD
DALLAS, TX 75228
(32.792887, -96.684938)",75228,4/18/2017 17:33,32.792887,-96.684938,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"3600 N BUCKNER BLVD
DALLAS, TX 75228
(32.802772, -96.682112)",75228,4/10/2015 9:30,32.802772,-96.682112,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"11300 HARRY HINES BLVD
DALLAS, TX 75229
(32.892812, -96.890327)",75229,4/21/2017 13:30,32.892812,-96.890327,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"8000 JULIUS SCHEPPS FWY
DALLAS, TX 75216
(32.709735, -96.756862)",75216,2/19/2018 5:13,32.709735,-96.756862,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2017,"2100 MAIN ST
DALLAS, TX 75201
(32.782157, -96.792175)",75201,10/31/2017 1:48,32.782157,-96.792175,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2900 ELSIE FAYE HEGGINS ST
DALLAS, TX 75215
(32.75793, -96.750549)",75215,12/28/2016 18:13,32.75793,-96.750549,Wednesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"6400 FOREST PARK RD
DALLAS, TX 75235
(32.823318, -96.844815)",75235,9/17/2017 18:35,32.823318,-96.844815,Sunday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"10000 HARRY HINES BLVD
DALLAS, TX 75220
(32.858925, -96.880809)",75220,5/18/2017 9:33,32.858925,-96.880809,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2700 E LEDBETTER DR
DALLAS, TX 75216
(32.69212, -96.776868)",75216,4/17/2017 13:10,32.69212,-96.776868,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2800 MEADOW ST
DALLAS, TX 75215
(32.773977, -96.767065)",75215,10/23/2017 19:37,32.773977,-96.767065,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Single Family Residence - Occupied,2017,"2119 BERGSTROM DR
DALLAS, TX 75227
(32.749618, -96.688628)",75227,8/3/2018 16:19,32.749618,-96.688628,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"11500 N CENTRAL EXPY
DALLAS, TX 75243
(32.907149, -96.769357)",75243,2/3/2017 0:00,32.907149,-96.769357,Friday
ACCIDENTAL DEATH (NO OFFENSE),Outdoor Area Public/Private,2017,"3215 MYRTLE ST
DALLAS, TX 75215
(32.766299, -96.767472)",75215,3/30/2018 16:01,32.766299,-96.767472,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"900 MAIN ST
DALLAS, TX 75202
(32.779727, -96.803694)",75202,4/10/2017 10:51,32.779727,-96.803694,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1600 MORRELL AVE
DALLAS, TX 75203
(32.73905, -96.798056)",75203,12/11/2017 17:49,32.73905,-96.798056,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Commercial Property Occupied/Vacant,2015,"2810 SAMUELL BLVD
DALLAS, TX 75223
(32.792947, -96.745896)",75223,7/6/2015 0:24,32.792947,-96.745896,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"400 N MANUS DR
DALLAS, TX 75224
(32.732722, -96.829385)",75224,11/22/2017 14:25,32.732722,-96.829385,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"11430 N CENTRAL EXPY
DALLAS, TX 75243
(32.904382, -96.768585)",75243,9/18/2015 9:16,32.904382,-96.768585,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4500 SAMUELL BLVD
DALLAS, TX 75227
(32.79348, -96.718338)",75227,12/11/2017 9:16,32.79348,-96.718338,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5100 BEXAR ST
DALLAS, TX 75215
(32.750906, -96.753375)",75215,8/21/2017 19:05,32.750906,-96.753375,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1800 JOHN WEST RD
DALLAS, TX 75228
(32.80695, -96.685546)",75228,6/12/2017 9:11,32.80695,-96.685546,Monday
ACCIDENT INVOLVING INJURY,Parking Lot (Apartment),2017,"6046 BONNIE VIEW RD
DALLAS, TX 75241
(32.674131, -96.763683)",75241,3/7/2017 18:09,32.674131,-96.763683,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"12500 COIT RD
DALLAS, TX 75251
(32.917845, -96.769095)",75251,4/13/2017 1:13,32.917845,-96.769095,Thursday
ACCIDENTAL DEATH (NO OFFENSE),Medical Facility,2018,"9271 WHITE ROCK TRL
DALLAS, TX 75238
(32.872855, -96.728807)",75238,6/20/2018 15:36,32.872855,-96.728807,Wednesday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2017,"9140 FOREST LN
DALLAS, TX 75243
(32.909068, -96.744992)",75243,2/17/2017 13:10,32.909068,-96.744992,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5801 MARVIN D LOVE FWY
DALLAS, TX 75237
(32.676806, -96.85741)",75237,9/19/2017 2:09,32.676806,-96.85741,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"16100 PRESTON RD
DALLAS, TX 75248
(32.969174, -96.803602)",75248,12/13/2015 23:03,32.969174,-96.803602,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2500 OAK LAWN AVE
DALLAS, TX 75219
(32.804898, -96.813464)",75219,11/3/2017 0:53,32.804898,-96.813464,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2010 S BUCKNER BLVD
DALLAS, TX 75217
(32.746819, -96.682807)",75217,2/2/2017 10:26,32.746819,-96.682807,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"5100 S LANCASTER RD
DALLAS, TX 75241
(32.685985, -96.789483)",75241,11/18/2014 5:48,32.685985,-96.789483,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"5600 N CENTRAL EXPY
DALLAS, TX 75206
(32.835807, -96.77892)",75206,2/20/2018 18:43,32.835807,-96.77892,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2014,"7600 FOREST LN
DALLAS, TX 75251
(32.909333, -96.772309)",75251,2/19/2018 11:46,32.909333,-96.772309,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"12800 MIDWAY RD
DALLAS, TX 75244
(32.9225, -96.838087)",75244,2/19/2018 2:05,32.9225,-96.838087,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"3900 N HAMPTON RD
DALLAS, TX 75212
(32.789761, -96.85641)",75212,1/31/2017 16:18,32.789761,-96.85641,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5600 N CENTRAL EXPY
DALLAS, TX 75206
(32.835807, -96.77892)",75206,11/30/2017 15:12,32.835807,-96.77892,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"9600 BROCKBANK DR
DALLAS, TX 75220
(32.865574, -96.875151)",75220,4/11/2015 16:10,32.865574,-96.875151,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"400 W LEDBETTER DR
DALLAS, TX 75224
(32.689258, -96.829554)",75224,6/6/2014 3:36,32.689258,-96.829554,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1500 GREENVILLE AVE
DALLAS, TX 75206
(32.808893, -96.770162)",75206,9/13/2017 10:54,32.808893,-96.770162,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"3200 DUNCANVILLE RD
DALLAS, TX 75236
(32.706715, -96.908623)",75236,7/25/2017 3:58,32.706715,-96.908623,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"2700 SOUTH
DALLAS, TX 75215
(32.769063, -96.770469)",75215,5/23/2018 10:26,32.769063,-96.770469,Wednesday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2017,"2500 N CENTRAL EXPY
DALLAS, TX 75204
(32.802213, -96.793399)",75204,4/12/2017 10:03,32.802213,-96.793399,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"400 W LEDBETTER DR
DALLAS, TX 75224
(32.689258, -96.829554)",75224,6/6/2014 3:36,32.689258,-96.829554,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"7800 N CENTRAL EXPY
DALLAS, TX 75206
(32.859193, -96.769857)",75206,5/22/2017 19:23,32.859193,-96.769857,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"17700 DALLAS PKWY
DALLAS, TX 75287
(32.990947, -96.828945)",75287,2/23/2017 5:57,32.990947,-96.828945,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4545 L B J FWY
DALLAS, TX 75244
(32.92636, -96.831096)",75244,2/19/2018 0:18,32.92636,-96.831096,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5600 E NORTHWEST HWY
DALLAS, TX 75231
(32.865403, -96.76753)",75231,6/8/2017 9:28,32.865403,-96.76753,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"3100 S WALTON WALKER BLVD
DALLAS, TX 75211
(32.708514, -96.906066)",75211,11/27/2017 16:59,32.708514,-96.906066,Monday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2018,"3614 CLEVELAND ST
DALLAS, TX 75215
(32.75565, -96.774468)",75215,8/18/2018 23:05,32.75565,-96.774468,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6100 SKILLMAN ST
DALLAS, TX 75231
(32.86249, -96.750017)",75231,2/24/2017 15:31,32.86249,-96.750017,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"11400 FERGUSON RD
DALLAS, TX 75228
(32.850705, -96.654831)",75228,1/8/2015 10:54,32.850705,-96.654831,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2017,"5500 FOREST LN
DALLAS, TX 75230
(32.909416, -96.813933)",75230,2/17/2017 9:59,32.909416,-96.813933,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5600 N CENTRAL EXPY
DALLAS, TX 75206
(32.835807, -96.77892)",75206,10/23/2017 18:02,32.835807,-96.77892,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2600 IRVING BLVD
DALLAS, TX 75207
(32.802718, -96.843387)",75207,2/19/2018 1:08,32.802718,-96.843387,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4000 INWOOD RD
DALLAS, TX 75209
(32.834695, -96.8227)",75209,1/9/2018 17:57,32.834695,-96.8227,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"900 S DENLEY DR
DALLAS, TX 75216
(32.738355, -96.80545)",75216,7/17/2017 10:12,32.738355,-96.80545,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1700 N AKARD ST
DALLAS, TX 75201
(32.786182, -96.801806)",75201,11/29/2017 13:46,32.786182,-96.801806,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2018,"5555 AMESBURY DR
DALLAS, TX 75206
(32.855102, -96.76531)",75206,2/20/2018 22:41,32.855102,-96.76531,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Other,2017,"2543 ANN ARBOR AVE
DALLAS, TX 75216
(32.700245, -96.780353)",75216,8/31/2017 13:03,32.700245,-96.780353,Thursday
ACCIDENTAL DEATH (NO OFFENSE),Other,2018,"2707 MARTIN LUTHER KING JR BLVD
DALLAS, TX 75215
(32.76826, -96.76939)",75215,7/31/2018 15:14,32.76826,-96.76939,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2017,"809 ANN AVE
DALLAS, TX 75223
(32.786616, -96.763338)",75223,2/20/2018 23:53,32.786616,-96.763338,Tuesday
